geofips,geoname,timeperiod,employment,GDP
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1982,129275,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1983,129429,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1984,137077,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1985,140079,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1986,142461,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1987,144940,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1988,147275,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1989,145771,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1990,144921,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1991,141412,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1992,144865,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1993,147349,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1994,148784,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1995,150714,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1996,155925,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1997,160463,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1998,165506,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1999,166756,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2000,169412,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2001,166770,11131297792
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2002,164750,11448013824
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2003,163793,11450691584
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2004,165954,11618302976
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2005,168743,11892881408
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2006,171426,12155398144
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2007,171822,12543499264
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2008,175500,12549236736
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2009,175492,12656411648
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2010,177570,12870872064
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2011,182910,13072587776
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2012,183610,13223474176
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2013,184172,12980557824
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2014,182964,12946375680
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2015,182260,13007852544
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2016,180272,12809407488
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2017,181453,12933527552
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2018,184192,12909259776
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2019,186287,13116520448
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2020,184188,12917984256
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2021,186591,
18020,"Columbus, IN (Metropolitan Statistical Area)",1969,32356,
18020,"Columbus, IN (Metropolitan Statistical Area)",1970,32082,
18020,"Columbus, IN (Metropolitan Statistical Area)",1971,32179,
18020,"Columbus, IN (Metropolitan Statistical Area)",1972,32600,
18020,"Columbus, IN (Metropolitan Statistical Area)",1973,35298,
18020,"Columbus, IN (Metropolitan Statistical Area)",1974,36323,
18020,"Columbus, IN (Metropolitan Statistical Area)",1975,33996,
18020,"Columbus, IN (Metropolitan Statistical Area)",1976,35623,
18020,"Columbus, IN (Metropolitan Statistical Area)",1977,37582,
18020,"Columbus, IN (Metropolitan Statistical Area)",1978,39086,
18020,"Columbus, IN (Metropolitan Statistical Area)",1979,40753,
18020,"Columbus, IN (Metropolitan Statistical Area)",1980,37946,
18020,"Columbus, IN (Metropolitan Statistical Area)",1981,38067,
18020,"Columbus, IN (Metropolitan Statistical Area)",1982,35323,
18020,"Columbus, IN (Metropolitan Statistical Area)",1983,35344,
18020,"Columbus, IN (Metropolitan Statistical Area)",1984,37712,
18020,"Columbus, IN (Metropolitan Statistical Area)",1985,37442,
18020,"Columbus, IN (Metropolitan Statistical Area)",1986,37657,
18020,"Columbus, IN (Metropolitan Statistical Area)",1987,38972,
18020,"Columbus, IN (Metropolitan Statistical Area)",1988,40195,
18020,"Columbus, IN (Metropolitan Statistical Area)",1989,40871,
18020,"Columbus, IN (Metropolitan Statistical Area)",1990,42137,
18020,"Columbus, IN (Metropolitan Statistical Area)",1991,42105,
18020,"Columbus, IN (Metropolitan Statistical Area)",1992,44050,
18020,"Columbus, IN (Metropolitan Statistical Area)",1993,46277,
18020,"Columbus, IN (Metropolitan Statistical Area)",1994,48419,
18020,"Columbus, IN (Metropolitan Statistical Area)",1995,49868,
18020,"Columbus, IN (Metropolitan Statistical Area)",1996,50171,
18020,"Columbus, IN (Metropolitan Statistical Area)",1997,51045,
18020,"Columbus, IN (Metropolitan Statistical Area)",1998,52869,
18020,"Columbus, IN (Metropolitan Statistical Area)",1999,52944,
18020,"Columbus, IN (Metropolitan Statistical Area)",2000,52846,
18020,"Columbus, IN (Metropolitan Statistical Area)",2001,50295,3592314112
18020,"Columbus, IN (Metropolitan Statistical Area)",2002,49158,3488336896
18020,"Columbus, IN (Metropolitan Statistical Area)",2003,48777,3658746880
18020,"Columbus, IN (Metropolitan Statistical Area)",2004,50421,3934846976
18020,"Columbus, IN (Metropolitan Statistical Area)",2005,51636,4179120128
18020,"Columbus, IN (Metropolitan Statistical Area)",2006,52453,4549382144
18020,"Columbus, IN (Metropolitan Statistical Area)",2007,53859,5093262848
18020,"Columbus, IN (Metropolitan Statistical Area)",2008,54442,5331659776
18020,"Columbus, IN (Metropolitan Statistical Area)",2009,50963,4384006144
18020,"Columbus, IN (Metropolitan Statistical Area)",2010,50843,5286815232
18020,"Columbus, IN (Metropolitan Statistical Area)",2011,54100,5438197248
18020,"Columbus, IN (Metropolitan Statistical Area)",2012,57396,5944568832
18020,"Columbus, IN (Metropolitan Statistical Area)",2013,57346,6233866752
18020,"Columbus, IN (Metropolitan Statistical Area)",2014,59040,5944978944
18020,"Columbus, IN (Metropolitan Statistical Area)",2015,60064,5754567168
18020,"Columbus, IN (Metropolitan Statistical Area)",2016,60665,5651577856
18020,"Columbus, IN (Metropolitan Statistical Area)",2017,61245,5646810112
18020,"Columbus, IN (Metropolitan Statistical Area)",2018,61978,6089152000
18020,"Columbus, IN (Metropolitan Statistical Area)",2019,61916,6040911872
18020,"Columbus, IN (Metropolitan Statistical Area)",2020,58407,5579423232
18020,"Columbus, IN (Metropolitan Statistical Area)",2021,58961,
18140,"Columbus, OH (Metropolitan Statistical Area)",1969,539623,
18140,"Columbus, OH (Metropolitan Statistical Area)",1970,547892,
18140,"Columbus, OH (Metropolitan Statistical Area)",1971,559807,
18140,"Columbus, OH (Metropolitan Statistical Area)",1972,585094,
18140,"Columbus, OH (Metropolitan Statistical Area)",1973,610863,
18140,"Columbus, OH (Metropolitan Statistical Area)",1974,619395,
18140,"Columbus, OH (Metropolitan Statistical Area)",1975,608330,
18140,"Columbus, OH (Metropolitan Statistical Area)",1976,620404,
18140,"Columbus, OH (Metropolitan Statistical Area)",1977,642252,
18140,"Columbus, OH (Metropolitan Statistical Area)",1978,669335,
18140,"Columbus, OH (Metropolitan Statistical Area)",1979,687708,
18140,"Columbus, OH (Metropolitan Statistical Area)",1980,695825,
18140,"Columbus, OH (Metropolitan Statistical Area)",1981,689230,
18140,"Columbus, OH (Metropolitan Statistical Area)",1982,680904,
18140,"Columbus, OH (Metropolitan Statistical Area)",1983,690537,
18140,"Columbus, OH (Metropolitan Statistical Area)",1984,726332,
18140,"Columbus, OH (Metropolitan Statistical Area)",1985,760496,
18140,"Columbus, OH (Metropolitan Statistical Area)",1986,787782,
18140,"Columbus, OH (Metropolitan Statistical Area)",1987,823595,
18140,"Columbus, OH (Metropolitan Statistical Area)",1988,848911,
18140,"Columbus, OH (Metropolitan Statistical Area)",1989,876674,
18140,"Columbus, OH (Metropolitan Statistical Area)",1990,894479,
18140,"Columbus, OH (Metropolitan Statistical Area)",1991,898033,
18140,"Columbus, OH (Metropolitan Statistical Area)",1992,909049,
18140,"Columbus, OH (Metropolitan Statistical Area)",1993,930524,
18140,"Columbus, OH (Metropolitan Statistical Area)",1994,964490,
18140,"Columbus, OH (Metropolitan Statistical Area)",1995,1001985,
18140,"Columbus, OH (Metropolitan Statistical Area)",1996,1023195,
18140,"Columbus, OH (Metropolitan Statistical Area)",1997,1044212,
18140,"Columbus, OH (Metropolitan Statistical Area)",1998,1074387,
18140,"Columbus, OH (Metropolitan Statistical Area)",1999,1096790,
18140,"Columbus, OH (Metropolitan Statistical Area)",2000,1132103,
18140,"Columbus, OH (Metropolitan Statistical Area)",2001,1142117,84663762944
18140,"Columbus, OH (Metropolitan Statistical Area)",2002,1136086,85964185600
18140,"Columbus, OH (Metropolitan Statistical Area)",2003,1137227,87651778560
18140,"Columbus, OH (Metropolitan Statistical Area)",2004,1151480,90999554048
18140,"Columbus, OH (Metropolitan Statistical Area)",2005,1166767,94236565504
18140,"Columbus, OH (Metropolitan Statistical Area)",2006,1181275,94568333312
18140,"Columbus, OH (Metropolitan Statistical Area)",2007,1205643,95866060800
18140,"Columbus, OH (Metropolitan Statistical Area)",2008,1204031,94645985280
18140,"Columbus, OH (Metropolitan Statistical Area)",2009,1174285,91720318976
18140,"Columbus, OH (Metropolitan Statistical Area)",2010,1173163,94509350912
18140,"Columbus, OH (Metropolitan Statistical Area)",2011,1200586,98191024128
18140,"Columbus, OH (Metropolitan Statistical Area)",2012,1228248,101853495296
18140,"Columbus, OH (Metropolitan Statistical Area)",2013,1256858,104567267328
18140,"Columbus, OH (Metropolitan Statistical Area)",2014,1285655,107732033536
18140,"Columbus, OH (Metropolitan Statistical Area)",2015,1314371,109401014272
18140,"Columbus, OH (Metropolitan Statistical Area)",2016,1343684,111826272256
18140,"Columbus, OH (Metropolitan Statistical Area)",2017,1369731,114836455424
18140,"Columbus, OH (Metropolitan Statistical Area)",2018,1395404,116945108992
18140,"Columbus, OH (Metropolitan Statistical Area)",2019,1407701,119873626112
18140,"Columbus, OH (Metropolitan Statistical Area)",2020,1383169,117134098432
18140,"Columbus, OH (Metropolitan Statistical Area)",2021,1424878,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1969,120546,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1970,122301,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1971,124623,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1972,125345,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1973,129910,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1974,132848,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1975,133817,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1976,137601,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1977,140264,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1978,148764,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1979,156588,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1980,160530,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1981,169585,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1982,173200,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1983,169136,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1984,171916,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1985,173253,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1986,163669,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1987,164126,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1988,166215,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1989,166506,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1990,171492,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1991,174811,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1992,176073,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1993,181625,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1994,185899,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1995,189560,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1996,195734,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1997,200842,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1998,204098,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1999,203469,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2000,206855,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2001,209256,18033334272
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2002,210084,17926699008
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2003,212756,18556332032
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2004,213608,19877206016
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2005,217363,18843000832
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2006,221335,19435294720
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2007,228301,20734404608
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2008,233317,19772928000
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2009,229560,19442900992
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2010,228466,20667947008
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2011,231628,21316964352
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2012,238395,21256083456
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2013,243432,21611010048
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2014,248375,20229390336
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2015,248922,20199245824
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2016,246842,19796740096
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2017,250841,20532439040
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2018,252102,21394409472
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2019,250549,22260557824
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2020,240371,21566498816
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2021,243747,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1969,19344,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1970,19498,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1971,20207,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1972,21016,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1973,22257,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1974,23381,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1975,24344,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1976,25929,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1977,28314,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1978,30807,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1979,30922,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1980,30495,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1981,30876,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1982,31071,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1983,31395,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1984,32566,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1985,33707,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1986,35204,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1987,36280,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1988,37645,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1989,38457,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1990,39188,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1991,39115,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1992,39372,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1993,41016,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1994,42864,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1995,44979,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1996,48096,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1997,49568,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1998,50743,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1999,50485,
18700,"Corvallis, OR (Metropolitan Statistical Area)",2000,51408,
18700,"Corvallis, OR (Metropolitan Statistical Area)",2001,48298,2658010112
18700,"Corvallis, OR (Metropolitan Statistical Area)",2002,45836,2686866944
18700,"Corvallis, OR (Metropolitan Statistical Area)",2003,45891,2733168128
18700,"Corvallis, OR (Metropolitan Statistical Area)",2004,47624,2857634048
18700,"Corvallis, OR (Metropolitan Statistical Area)",2005,48107,3043463936
18700,"Corvallis, OR (Metropolitan Statistical Area)",2006,48815,3307810048
18700,"Corvallis, OR (Metropolitan Statistical Area)",2007,48386,3564994048
18700,"Corvallis, OR (Metropolitan Statistical Area)",2008,48213,3761789952
18700,"Corvallis, OR (Metropolitan Statistical Area)",2009,47494,3669380096
18700,"Corvallis, OR (Metropolitan Statistical Area)",2010,47457,3812300032
18700,"Corvallis, OR (Metropolitan Statistical Area)",2011,48590,3943346944
18700,"Corvallis, OR (Metropolitan Statistical Area)",2012,48486,3895460096
18700,"Corvallis, OR (Metropolitan Statistical Area)",2013,48185,3740567040
18700,"Corvallis, OR (Metropolitan Statistical Area)",2014,49282,3718874112
18700,"Corvallis, OR (Metropolitan Statistical Area)",2015,50429,3751452928
18700,"Corvallis, OR (Metropolitan Statistical Area)",2016,50748,3872862976
18700,"Corvallis, OR (Metropolitan Statistical Area)",2017,52222,4007832064
18700,"Corvallis, OR (Metropolitan Statistical Area)",2018,52771,4226017024
18700,"Corvallis, OR (Metropolitan Statistical Area)",2019,52518,4245768960
18700,"Corvallis, OR (Metropolitan Statistical Area)",2020,50798,4142750976
18700,"Corvallis, OR (Metropolitan Statistical Area)",2021,51943,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1969,43530,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1970,43341,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1971,45369,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1972,46894,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1973,49238,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1974,51718,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1975,51954,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1976,53408,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1977,55208,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1978,58497,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1979,60253,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1980,60453,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1981,63432,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1982,65789,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1983,69831,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1984,75701,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1985,79525,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1986,84261,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1987,86072,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1988,88777,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1989,91122,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1990,91622,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1991,94263,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1992,96788,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1993,100240,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1994,105827,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1995,109725,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1996,114103,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1997,118905,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1998,122256,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1999,124906,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2000,129035,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2001,123262,8704455680
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2002,128008,9404355584
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2003,134491,10209968128
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2004,145298,11300582400
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2005,150544,12099136512
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2006,155241,12101145600
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2007,155616,12003870720
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2008,150985,11362124800
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2009,146856,10895677440
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2010,144422,10714721280
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2011,148422,10784404480
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2012,151356,11359562752
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2013,155637,11639890944
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2014,158392,11814713344
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2015,163188,12090040320
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2016,167595,12565788672
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2017,173642,13059431424
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2018,179233,13409629184
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2019,183057,14204294144
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2020,186859,14171804672
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2021,195162,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1969,42333,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1970,42280,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1971,41720,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1972,41890,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1973,42897,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1974,42044,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1975,40012,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1976,39976,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1977,40722,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1978,42694,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1979,42382,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1980,42213,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1981,41782,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1982,40498,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1983,40484,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1984,40688,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1985,41264,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1986,40906,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1987,42300,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1988,43808,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1989,44253,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1990,44793,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1991,44400,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1992,43742,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1993,43705,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1994,44034,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1995,44466,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1996,45200,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1997,45957,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1998,46271,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1999,46460,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2000,47376,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2001,47090,3231020032
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2002,46958,3263567872
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2003,46793,3228640000
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2004,47694,3209455104
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2005,48486,3185392128
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2006,48721,3161442048
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2007,48389,3134300928
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2008,48378,3239920128
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2009,48072,3229069056
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2010,48285,3442706944
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2011,48584,3426665984
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2012,48372,3403834112
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2013,48052,3312585984
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2014,47977,3304001024
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2015,48361,3357594880
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2016,48297,3505167872
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2017,48087,3394936064
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2018,48310,3424727040
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2019,47992,3428538880
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2020,45360,3315174912
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2021,45971,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1969,1188239,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1970,1189575,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1971,1190262,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1972,1247681,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1973,1324793,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1974,1368901,
